municipality,municipality code,year,gender,age,ethnicity,education,income,income observations,days in hospital,days in hospital observations,number of hospitalizations,number of hospitalizations observations
Albertslund,165,1988,Women,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1988,Women,40-49,Immigrants and descendants,No higher education,188912.626,74.0,,,,
Albertslund,165,1988,Women,40-49,Non-western immigrants and descendants,Higher education,210917.951,1044.0,,,,
Albertslund,165,1988,Women,40-49,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1988,Women,50-59,Danish,Higher education,,,,,,
Albertslund,165,1988,Women,50-59,Danish,No higher education,246011.685,177.0,,,,
Albertslund,165,1988,Women,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1988,Women,50-59,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1988,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1988,Women,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1988,Women,60-65,Danish,Higher education,,,,,,
Albertslund,165,1988,Women,60-65,Danish,No higher education,179620.787,328.0,,,,
Albertslund,165,1988,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1988,Women,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1988,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1988,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Men,30-39,Danish,Higher education,191573.271,396.0,,,,
Albertslund,165,1989,Men,30-39,Danish,No higher education,175402.373,1265.0,,,,
Albertslund,165,1989,Men,30-39,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,30-39,Immigrants and descendants,No higher education,141429.924,84.0,,,,
Albertslund,165,1989,Men,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,30-39,Non-western immigrants and descendants,No higher education,131867.616,64.0,,,,
Albertslund,165,1989,Men,40-49,Danish,Higher education,217708.066,584.0,,,,
Albertslund,165,1989,Men,40-49,Danish,No higher education,200985.234,1605.0,,,,
Albertslund,165,1989,Men,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,40-49,Immigrants and descendants,No higher education,150867.045,137.0,,,,
Albertslund,165,1989,Men,40-49,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,40-49,Non-western immigrants and descendants,No higher education,135723.344,99.0,,,,
Albertslund,165,1989,Men,50-59,Danish,Higher education,263693.518,266.0,,,,
Albertslund,165,1989,Men,50-59,Danish,No higher education,216512.85,1098.0,,,,
Albertslund,165,1989,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,50-59,Immigrants and descendants,No higher education,149214.004,64.0,,,,
Albertslund,165,1989,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Men,60-65,Danish,Higher education,263160.63,84.0,,,,
Albertslund,165,1989,Men,60-65,Danish,No higher education,202207.502,351.0,,,,
Albertslund,165,1989,Men,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Men,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Women,30-39,Danish,Higher education,186870.671,702.0,,,,
Albertslund,165,1989,Women,30-39,Danish,No higher education,168633.405,1219.0,,,,
Albertslund,165,1989,Women,30-39,Immigrants and descendants,Higher education,149378.936,83.0,,,,
Albertslund,165,1989,Women,30-39,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Women,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Women,30-39,Non-western immigrants and descendants,No higher education,135179.469,51.0,,,,
Albertslund,165,1989,Women,40-49,Danish,Higher education,207368.404,702.0,,,,
Albertslund,165,1989,Women,40-49,Danish,No higher education,201510.634,1867.0,,,,
Albertslund,165,1989,Women,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Women,40-49,Immigrants and descendants,No higher education,175568.097,70.0,,,,
Albertslund,165,1989,Women,40-49,Non-western immigrants and descendants,Higher education,208436.347,1129.0,,,,
Albertslund,165,1989,Women,40-49,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Women,50-59,Danish,Higher education,,,,,,
Albertslund,165,1989,Women,50-59,Danish,No higher education,246051.08,211.0,,,,
Albertslund,165,1989,Women,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Women,50-59,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Women,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Women,60-65,Danish,Higher education,,,,,,
Albertslund,165,1989,Women,60-65,Danish,No higher education,186459.337,342.0,,,,
Albertslund,165,1989,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Women,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1989,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1989,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Men,30-39,Danish,Higher education,196167.926,400.0,,,,
Albertslund,165,1990,Men,30-39,Danish,No higher education,175394.965,1247.0,,,,
Albertslund,165,1990,Men,30-39,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,30-39,Immigrants and descendants,No higher education,131699.036,85.0,,,,
Albertslund,165,1990,Men,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,30-39,Non-western immigrants and descendants,No higher education,121583.408,66.0,,,,
Albertslund,165,1990,Men,40-49,Danish,Higher education,219676.381,605.0,,,,
Albertslund,165,1990,Men,40-49,Danish,No higher education,199892.738,1570.0,,,,
Albertslund,165,1990,Men,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,40-49,Immigrants and descendants,No higher education,148573.498,129.0,,,,
Albertslund,165,1990,Men,40-49,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,40-49,Non-western immigrants and descendants,No higher education,132617.185,94.0,,,,
Albertslund,165,1990,Men,50-59,Danish,Higher education,264593.871,285.0,,,,
Albertslund,165,1990,Men,50-59,Danish,No higher education,220696.877,1132.0,,,,
Albertslund,165,1990,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,50-59,Immigrants and descendants,No higher education,158714.289,67.0,,,,
Albertslund,165,1990,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Men,60-65,Danish,Higher education,265133.241,91.0,,,,
Albertslund,165,1990,Men,60-65,Danish,No higher education,203652.567,374.0,,,,
Albertslund,165,1990,Men,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Men,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Women,30-39,Danish,Higher education,188177.402,657.0,,,,
Albertslund,165,1990,Women,30-39,Danish,No higher education,168155.094,1185.0,,,,
Albertslund,165,1990,Women,30-39,Immigrants and descendants,Higher education,141494.405,80.0,,,,
Albertslund,165,1990,Women,30-39,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Women,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Women,30-39,Non-western immigrants and descendants,No higher education,131758.473,53.0,,,,
Albertslund,165,1990,Women,40-49,Danish,Higher education,208627.826,748.0,,,,
Albertslund,165,1990,Women,40-49,Danish,No higher education,201509.943,1814.0,,,,
Albertslund,165,1990,Women,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Women,40-49,Immigrants and descendants,No higher education,179801.806,72.0,,,,
Albertslund,165,1990,Women,40-49,Non-western immigrants and descendants,Higher education,212898.331,1213.0,,,,
Albertslund,165,1990,Women,40-49,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Women,50-59,Danish,Higher education,,,,,,
Albertslund,165,1990,Women,50-59,Danish,No higher education,253014.772,233.0,,,,
Albertslund,165,1990,Women,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Women,50-59,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Women,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Women,60-65,Danish,Higher education,,,,,,
Albertslund,165,1990,Women,60-65,Danish,No higher education,192083.675,385.0,,,,
Albertslund,165,1990,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Women,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1990,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1990,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Men,30-39,Danish,Higher education,194350.395,395.0,,,,
Albertslund,165,1991,Men,30-39,Danish,No higher education,174481.719,1250.0,,,,
Albertslund,165,1991,Men,30-39,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,30-39,Immigrants and descendants,No higher education,131688.147,81.0,,,,
Albertslund,165,1991,Men,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,30-39,Non-western immigrants and descendants,No higher education,124997.875,64.0,,,,
Albertslund,165,1991,Men,40-49,Danish,Higher education,222523.93,607.0,,,,
Albertslund,165,1991,Men,40-49,Danish,No higher education,201707.214,1513.0,,,,
Albertslund,165,1991,Men,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,40-49,Immigrants and descendants,No higher education,147251.433,135.0,,,,
Albertslund,165,1991,Men,40-49,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,40-49,Non-western immigrants and descendants,No higher education,130160.712,101.0,,,,
Albertslund,165,1991,Men,50-59,Danish,Higher education,276316.044,294.0,,,,
Albertslund,165,1991,Men,50-59,Danish,No higher education,223766.814,1171.0,,,,
Albertslund,165,1991,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,50-59,Immigrants and descendants,No higher education,155128.204,76.0,,,,
Albertslund,165,1991,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,50-59,Non-western immigrants and descendants,No higher education,133472.818,53.0,,,,
Albertslund,165,1991,Men,60-65,Danish,Higher education,277682.209,99.0,,,,
Albertslund,165,1991,Men,60-65,Danish,No higher education,201875.552,388.0,,,,
Albertslund,165,1991,Men,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Men,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Women,30-39,Danish,Higher education,190493.012,635.0,,,,
Albertslund,165,1991,Women,30-39,Danish,No higher education,167246.151,1218.0,,,,
Albertslund,165,1991,Women,30-39,Immigrants and descendants,Higher education,142419.76,79.0,,,,
Albertslund,165,1991,Women,30-39,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Women,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Women,30-39,Non-western immigrants and descendants,No higher education,133410.445,58.0,,,,
Albertslund,165,1991,Women,40-49,Danish,Higher education,209757.753,791.0,,,,
Albertslund,165,1991,Women,40-49,Danish,No higher education,204393.804,1713.0,,,,
Albertslund,165,1991,Women,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Women,40-49,Immigrants and descendants,No higher education,181647.222,72.0,,,,
Albertslund,165,1991,Women,40-49,Non-western immigrants and descendants,Higher education,215128.76,1278.0,,,,
Albertslund,165,1991,Women,40-49,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Women,50-59,Danish,Higher education,201884.283,50.0,,,,
Albertslund,165,1991,Women,50-59,Danish,No higher education,254185.55,271.0,,,,
Albertslund,165,1991,Women,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Women,50-59,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Women,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Women,60-65,Danish,Higher education,,,,,,
Albertslund,165,1991,Women,60-65,Danish,No higher education,192828.709,400.0,,,,
Albertslund,165,1991,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Women,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1991,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1991,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Men,30-39,Danish,Higher education,195857.039,366.0,,,,
Albertslund,165,1992,Men,30-39,Danish,No higher education,176580.119,1286.0,,,,
Albertslund,165,1992,Men,30-39,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,30-39,Immigrants and descendants,No higher education,135101.536,80.0,,,,
Albertslund,165,1992,Men,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,30-39,Non-western immigrants and descendants,No higher education,127092.602,67.0,,,,
Albertslund,165,1992,Men,40-49,Danish,Higher education,222246.635,601.0,,,,
Albertslund,165,1992,Men,40-49,Danish,No higher education,202326.629,1426.0,,,,
Albertslund,165,1992,Men,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,40-49,Immigrants and descendants,No higher education,149444.15,136.0,,,,
Albertslund,165,1992,Men,40-49,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,40-49,Non-western immigrants and descendants,No higher education,131571.317,100.0,,,,
Albertslund,165,1992,Men,50-59,Danish,Higher education,279511.544,308.0,,,,
Albertslund,165,1992,Men,50-59,Danish,No higher education,227135.906,1227.0,,,,
Albertslund,165,1992,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,50-59,Immigrants and descendants,No higher education,153215.407,75.0,,,,
Albertslund,165,1992,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,50-59,Non-western immigrants and descendants,No higher education,134640.51,52.0,,,,
Albertslund,165,1992,Men,60-65,Danish,Higher education,279634.279,97.0,,,,
Albertslund,165,1992,Men,60-65,Danish,No higher education,206820.823,404.0,,,,
Albertslund,165,1992,Men,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Men,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Women,30-39,Danish,Higher education,191654.042,611.0,,,,
Albertslund,165,1992,Women,30-39,Danish,No higher education,170058.584,1234.0,,,,
Albertslund,165,1992,Women,30-39,Immigrants and descendants,Higher education,141246.408,83.0,,,,
Albertslund,165,1992,Women,30-39,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Women,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Women,30-39,Non-western immigrants and descendants,No higher education,131792.973,60.0,,,,
Albertslund,165,1992,Women,40-49,Danish,Higher education,212333.024,825.0,,,,
Albertslund,165,1992,Women,40-49,Danish,No higher education,207043.813,1602.0,,,,
Albertslund,165,1992,Women,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Women,40-49,Immigrants and descendants,No higher education,172065.284,70.0,,,,
Albertslund,165,1992,Women,40-49,Non-western immigrants and descendants,Higher education,218969.552,1319.0,,,,
Albertslund,165,1992,Women,40-49,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Women,50-59,Danish,Higher education,203951.088,53.0,,,,
Albertslund,165,1992,Women,50-59,Danish,No higher education,258669.92,298.0,,,,
Albertslund,165,1992,Women,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Women,50-59,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Women,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Women,60-65,Danish,Higher education,244598.211,55.0,,,,
Albertslund,165,1992,Women,60-65,Danish,No higher education,192624.087,420.0,,,,
Albertslund,165,1992,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Women,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1992,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1992,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Men,30-39,Danish,Higher education,196325.571,360.0,,,,
Albertslund,165,1993,Men,30-39,Danish,No higher education,178497.519,1333.0,,,,
Albertslund,165,1993,Men,30-39,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,30-39,Immigrants and descendants,No higher education,130908.42,86.0,,,,
Albertslund,165,1993,Men,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,30-39,Non-western immigrants and descendants,No higher education,123055.912,67.0,,,,
Albertslund,165,1993,Men,40-49,Danish,Higher education,227452.298,564.0,,,,
Albertslund,165,1993,Men,40-49,Danish,No higher education,205372.186,1369.0,,,,
Albertslund,165,1993,Men,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,40-49,Immigrants and descendants,No higher education,153165.589,129.0,,,,
Albertslund,165,1993,Men,40-49,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,40-49,Non-western immigrants and descendants,No higher education,135228.438,97.0,,,,
Albertslund,165,1993,Men,50-59,Danish,Higher education,282594.519,323.0,,,,
Albertslund,165,1993,Men,50-59,Danish,No higher education,230278.75,1263.0,,,,
Albertslund,165,1993,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,50-59,Immigrants and descendants,No higher education,151520.876,79.0,,,,
Albertslund,165,1993,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,50-59,Non-western immigrants and descendants,No higher education,131340.538,58.0,,,,
Albertslund,165,1993,Men,60-65,Danish,Higher education,272182.422,104.0,,,,
Albertslund,165,1993,Men,60-65,Danish,No higher education,213504.94,414.0,,,,
Albertslund,165,1993,Men,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Men,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Women,30-39,Danish,Higher education,193753.31,560.0,,,,
Albertslund,165,1993,Women,30-39,Danish,No higher education,171883.822,1254.0,,,,
Albertslund,165,1993,Women,30-39,Immigrants and descendants,Higher education,140914.452,92.0,,,,
Albertslund,165,1993,Women,30-39,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Women,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Women,30-39,Non-western immigrants and descendants,No higher education,127132.394,68.0,,,,
Albertslund,165,1993,Women,40-49,Danish,Higher education,217715.238,826.0,,,,
Albertslund,165,1993,Women,40-49,Danish,No higher education,209035.298,1465.0,,,,
Albertslund,165,1993,Women,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Women,40-49,Immigrants and descendants,No higher education,170367.539,72.0,,,,
Albertslund,165,1993,Women,40-49,Non-western immigrants and descendants,Higher education,222209.796,1399.0,,,,
Albertslund,165,1993,Women,40-49,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Women,50-59,Danish,Higher education,219423.829,56.0,,,,
Albertslund,165,1993,Women,50-59,Danish,No higher education,264926.572,324.0,,,,
Albertslund,165,1993,Women,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Women,50-59,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Women,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Women,60-65,Danish,Higher education,245188.772,62.0,,,,
Albertslund,165,1993,Women,60-65,Danish,No higher education,196613.561,426.0,,,,
Albertslund,165,1993,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Women,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1993,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1993,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Men,30-39,Danish,Higher education,207415.185,347.0,,,,
Albertslund,165,1994,Men,30-39,Danish,No higher education,183418.199,1336.0,,,,
Albertslund,165,1994,Men,30-39,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,30-39,Immigrants and descendants,No higher education,142374.979,95.0,,,,
Albertslund,165,1994,Men,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,30-39,Non-western immigrants and descendants,No higher education,133856.475,75.0,,,,
Albertslund,165,1994,Men,40-49,Danish,Higher education,236157.86,563.0,,,,
Albertslund,165,1994,Men,40-49,Danish,No higher education,211961.225,1306.0,,,,
Albertslund,165,1994,Men,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,40-49,Immigrants and descendants,No higher education,156679.479,116.0,,,,
Albertslund,165,1994,Men,40-49,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,40-49,Non-western immigrants and descendants,No higher education,140964.052,90.0,,,,
Albertslund,165,1994,Men,50-59,Danish,Higher education,286562.273,333.0,,,,
Albertslund,165,1994,Men,50-59,Danish,No higher education,239727.334,1289.0,,,,
Albertslund,165,1994,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,50-59,Immigrants and descendants,No higher education,162230.463,100.0,,,,
Albertslund,165,1994,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,50-59,Non-western immigrants and descendants,No higher education,135419.004,70.0,,,,
Albertslund,165,1994,Men,60-65,Danish,Higher education,289588.466,112.0,,,,
Albertslund,165,1994,Men,60-65,Danish,No higher education,218345.248,454.0,,,,
Albertslund,165,1994,Men,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Men,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Women,30-39,Danish,Higher education,199313.082,535.0,,,,
Albertslund,165,1994,Women,30-39,Danish,No higher education,176241.098,1286.0,,,,
Albertslund,165,1994,Women,30-39,Immigrants and descendants,Higher education,149607.48,91.0,,,,
Albertslund,165,1994,Women,30-39,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Women,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Women,30-39,Non-western immigrants and descendants,No higher education,138559.576,69.0,,,,
Albertslund,165,1994,Women,40-49,Danish,Higher education,224909.409,826.0,,,,
Albertslund,165,1994,Women,40-49,Danish,No higher education,215769.109,1376.0,,,,
Albertslund,165,1994,Women,40-49,Immigrants and descendants,Higher education,185699.763,50.0,,,,
Albertslund,165,1994,Women,40-49,Immigrants and descendants,No higher education,175508.222,78.0,,,,
Albertslund,165,1994,Women,40-49,Non-western immigrants and descendants,Higher education,233147.819,1443.0,,,,
Albertslund,165,1994,Women,40-49,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Women,50-59,Danish,Higher education,204075.35,56.0,,,,
Albertslund,165,1994,Women,50-59,Danish,No higher education,274015.25,362.0,,,,
Albertslund,165,1994,Women,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Women,50-59,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Women,50-59,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Women,60-65,Danish,Higher education,251721.584,67.0,,,,
Albertslund,165,1994,Women,60-65,Danish,No higher education,202020.929,457.0,,,,
Albertslund,165,1994,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Women,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1994,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1994,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1995,Men,30-39,Danish,Higher education,209293.516,342.0,,,,
Albertslund,165,1995,Men,30-39,Danish,No higher education,185653.918,1326.0,,,,
Albertslund,165,1995,Men,30-39,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,30-39,Immigrants and descendants,No higher education,144312.286,90.0,,,,
Albertslund,165,1995,Men,30-39,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,30-39,Non-western immigrants and descendants,No higher education,139241.518,72.0,,,,
Albertslund,165,1995,Men,40-49,Danish,Higher education,242634.55,528.0,,,,
Albertslund,165,1995,Men,40-49,Danish,No higher education,213934.021,1249.0,,,,
Albertslund,165,1995,Men,40-49,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,40-49,Immigrants and descendants,No higher education,158168.136,117.0,,,,
Albertslund,165,1995,Men,40-49,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,40-49,Non-western immigrants and descendants,No higher education,143276.096,89.0,,,,
Albertslund,165,1995,Men,50-59,Danish,Higher education,289142.462,367.0,,,,
Albertslund,165,1995,Men,50-59,Danish,No higher education,244197.164,1306.0,,,,
Albertslund,165,1995,Men,50-59,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,50-59,Immigrants and descendants,No higher education,168927.291,105.0,,,,
Albertslund,165,1995,Men,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,50-59,Non-western immigrants and descendants,No higher education,147305.266,73.0,,,,
Albertslund,165,1995,Men,60-65,Danish,Higher education,294275.113,118.0,,,,
Albertslund,165,1995,Men,60-65,Danish,No higher education,222051.669,476.0,,,,
Albertslund,165,1995,Men,60-65,Immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,60-65,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1995,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Albertslund,165,1995,Men,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Albertslund,165,1995,Women,30-39,Danish,Higher education,200494.231,537.0,,,,
Albertslund,165,1995,Women,30-39,Danish,No higher education,178730.931,1323.0,,,,
Albertslund,165,1995,Women,30-39,Immigrants and descendants,Higher education,143269.996,97.0,,,,
Albertslund,165,1995,Women,30-39,Immigrants and descendants,No higher education,,,,,,
Albertslund,165,1995,Women,30-39,Non-western immigrants and descendants,Higher education,,,,,,
